classe_processual,orgao_julgador,ano_ajuizamento,n
Procedimento do Juizado Especial Cível,2 º Núcleo de Justiça 4.0 - SJRJ - Previdenciário,2023,607
Procedimento do Juizado Especial Cível,2 º Núcleo de Justiça 4.0 - SJRJ - Previdenciário,2024,709
Procedimento do Juizado Especial Cível,2 º Núcleo de Justiça 4.0 - SJRJ - Previdenciário,2025,954
Procedimento do Juizado Especial Cível,20ª Vara Federal do Rio de Janeiro,2015,2
Procedimento do Juizado Especial Cível,20ª Vara Federal do Rio de Janeiro,2017,1
Procedimento do Juizado Especial Cível,20ª Vara Federal do Rio de Janeiro,2018,1
Procedimento do Juizado Especial Cível,20ª Vara Federal do Rio de Janeiro,2021,2
Procedimento do Juizado Especial Cível,20ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,20ª Vara Federal do Rio de Janeiro,2024,185
Procedimento do Juizado Especial Cível,20ª Vara Federal do Rio de Janeiro,2025,593
Procedimento do Juizado Especial Cível,21ª Vara Federal do Rio de Janeiro,2015,1
Procedimento do Juizado Especial Cível,21ª Vara Federal do Rio de Janeiro,2021,1
Procedimento do Juizado Especial Cível,21ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,21ª Vara Federal do Rio de Janeiro,2023,3
Procedimento do Juizado Especial Cível,21ª Vara Federal do Rio de Janeiro,2024,198
Procedimento do Juizado Especial Cível,21ª Vara Federal do Rio de Janeiro,2025,641
Procedimento do Juizado Especial Cível,22ª Vara Federal do Rio de Janeiro,2015,1
Procedimento do Juizado Especial Cível,22ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,22ª Vara Federal do Rio de Janeiro,2023,3
Procedimento do Juizado Especial Cível,22ª Vara Federal do Rio de Janeiro,2024,220
Procedimento do Juizado Especial Cível,22ª Vara Federal do Rio de Janeiro,2025,610
Procedimento do Juizado Especial Cível,23ª Vara Federal do Rio de Janeiro,2015,1
Procedimento do Juizado Especial Cível,23ª Vara Federal do Rio de Janeiro,2019,1
Procedimento do Juizado Especial Cível,23ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,23ª Vara Federal do Rio de Janeiro,2024,189
Procedimento do Juizado Especial Cível,23ª Vara Federal do Rio de Janeiro,2025,491
Procedimento do Juizado Especial Cível,24ª Vara Federal do Rio de Janeiro,2015,1
Procedimento do Juizado Especial Cível,24ª Vara Federal do Rio de Janeiro,2017,1
Procedimento do Juizado Especial Cível,24ª Vara Federal do Rio de Janeiro,2018,1
Procedimento do Juizado Especial Cível,24ª Vara Federal do Rio de Janeiro,2021,1
Procedimento do Juizado Especial Cível,24ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,24ª Vara Federal do Rio de Janeiro,2023,4
Procedimento do Juizado Especial Cível,24ª Vara Federal do Rio de Janeiro,2024,263
Procedimento do Juizado Especial Cível,24ª Vara Federal do Rio de Janeiro,2025,656
Procedimento do Juizado Especial Cível,25ª Vara Federal,2017,1
Procedimento do Juizado Especial Cível,25ª Vara Federal,2019,2
Procedimento do Juizado Especial Cível,25ª Vara Federal,2020,3
Procedimento do Juizado Especial Cível,25ª Vara Federal,2021,1
Procedimento do Juizado Especial Cível,25ª Vara Federal,2022,2
Procedimento do Juizado Especial Cível,25ª Vara Federal,2023,1
Procedimento do Juizado Especial Cível,25ª Vara Federal,2024,280
Procedimento do Juizado Especial Cível,25ª Vara Federal,2025,908
Procedimento do Juizado Especial Cível,26ª Vara Federal do Rio de Janeiro,2016,1
Procedimento do Juizado Especial Cível,26ª Vara Federal do Rio de Janeiro,2021,1
Procedimento do Juizado Especial Cível,26ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,26ª Vara Federal do Rio de Janeiro,2023,1
Procedimento do Juizado Especial Cível,26ª Vara Federal do Rio de Janeiro,2024,162
Procedimento do Juizado Especial Cível,26ª Vara Federal do Rio de Janeiro,2025,443
Procedimento do Juizado Especial Cível,27ª Vara Federal do Rio de Janeiro,2019,1
Procedimento do Juizado Especial Cível,27ª Vara Federal do Rio de Janeiro,2021,1
Procedimento do Juizado Especial Cível,27ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,27ª Vara Federal do Rio de Janeiro,2023,2
Procedimento do Juizado Especial Cível,27ª Vara Federal do Rio de Janeiro,2024,135
Procedimento do Juizado Especial Cível,27ª Vara Federal do Rio de Janeiro,2025,483
Procedimento do Juizado Especial Cível,28ª Vara Federal do Rio de Janeiro,2019,1
Procedimento do Juizado Especial Cível,28ª Vara Federal do Rio de Janeiro,2024,233
Procedimento do Juizado Especial Cível,28ª Vara Federal do Rio de Janeiro,2025,597
Procedimento do Juizado Especial Cível,29ª Vara Federal do Rio de Janeiro,2017,1
Procedimento do Juizado Especial Cível,29ª Vara Federal do Rio de Janeiro,2021,1
Procedimento do Juizado Especial Cível,29ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,29ª Vara Federal do Rio de Janeiro,2024,202
Procedimento do Juizado Especial Cível,29ª Vara Federal do Rio de Janeiro,2025,553
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 1 - ES,2021,3
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 1 - ES,2023,2
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 1 - ES,2025,2
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 1 - RJ,2020,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 1 - RJ,2023,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 1 - RJ,2025,2
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 2 - ES,2021,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 2 - ES,2022,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 2 - ES,2024,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 2 - RJ,2020,3
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 2 - RJ,2021,2
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 2 - RJ,2024,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 2 - RJ,2025,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 3 - ES,2021,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 3 - ES,2023,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 3 - ES,2024,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 3 - ES,2025,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 3 - RJ,2023,1
Procedimento do Juizado Especial Cível,2ª Turma Recursal - Juiz Relator 3 - RJ,2025,1
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2015,22
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2016,44
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2017,93
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2018,268
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2019,466
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2020,1164
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2021,1004
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2022,881
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2023,1482
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2024,1999
Procedimento do Juizado Especial Cível,2ª Vara Federal de Cachoeiro do Itapemirim,2025,2127
Procedimento do Juizado Especial Cível,2ª Vara Federal de Campos,2015,2
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2015,4
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2016,23
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2017,64
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2018,101
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2019,464
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2020,224
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2021,3875
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2022,1304
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2023,2628
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2024,898
Procedimento do Juizado Especial Cível,2ª Vara Federal de Duque de Caxias,2025,931
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2015,21
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2016,71
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2017,294
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2018,1306
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2019,1456
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2020,667
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2021,1489
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2022,894
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2023,1531
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2024,1179
Procedimento do Juizado Especial Cível,2ª Vara Federal de Itaboraí,2025,1531
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2015,38
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2016,76
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2017,278
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2018,1090
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2019,1638
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2020,876
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2021,3648
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2022,1473
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2023,2349
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2024,1076
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Friburgo,2025,1363
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2015,13
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2016,36
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2017,23
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2018,32
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2019,363
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2020,232
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2021,3420
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2022,1197
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2023,2837
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2024,982
Procedimento do Juizado Especial Cível,2ª Vara Federal de Nova Iguaçu,2025,861
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2015,88
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2016,180
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2017,370
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2018,972
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2019,875
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2020,501
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2021,673
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2022,826
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2023,1014
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2024,940
Procedimento do Juizado Especial Cível,2ª Vara Federal de Petrópolis,2025,1271
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Gonçalo,2017,1
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Gonçalo,2019,1
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Gonçalo,2020,2
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Gonçalo,2021,25
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Gonçalo,2022,15
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Gonçalo,2023,1298
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Gonçalo,2024,1009
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Gonçalo,2025,1635
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2015,66
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2016,236
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2017,842
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2018,1919
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2019,1720
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2020,834
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2021,1338
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2022,1670
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2023,1631
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2024,1301
Procedimento do Juizado Especial Cível,2ª Vara Federal de São Pedro da Aldeia,2025,1622
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2016,1
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2017,9
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2018,93
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2019,77
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2020,120
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2021,91
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2022,111
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2023,104
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2024,167
Procedimento do Juizado Especial Cível,2ª Vara Federal de Vitória,2025,234
Procedimento do Juizado Especial Cível,2ª Vara Federal do Rio de Janeiro,2017,1
Procedimento do Juizado Especial Cível,2ª Vara Federal do Rio de Janeiro,2019,1
Procedimento do Juizado Especial Cível,2ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,2ª Vara Federal do Rio de Janeiro,2023,2
Procedimento do Juizado Especial Cível,2ª Vara Federal do Rio de Janeiro,2024,195
Procedimento do Juizado Especial Cível,2ª Vara Federal do Rio de Janeiro,2025,439
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2015,8
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2016,13
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2017,31
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2018,45
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2019,79
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2020,36
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2021,14
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2022,23
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2023,62
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2024,79
Procedimento do Juizado Especial Cível,2ª Vara de Execução Fiscal de São João de Meriti,2025,326
